,episode,time_sec,step,action,reward
324,1,1625,325.0,"1,4,0,1,3,1,1,2,2,0,1,2,2,2,3,2,3,4,2,4,1,1,2,3,0",-437.79999999999995
325,1,1630,326.0,"3,3,1,2,3,0,2,2,3,0,3,1,3,4,0,3,0,0,0,2,4,0,2,1,0",-465.20000000000005
326,1,1635,327.0,"4,4,3,0,4,0,4,2,1,4,2,0,3,0,0,3,0,0,2,4,3,1,0,4,2",-481.8
327,1,1640,328.0,"4,0,2,2,0,0,0,2,1,0,2,0,0,0,0,0,2,0,1,2,3,1,0,2,0",-475.20000000000005
328,1,1645,329.0,"4,3,0,4,0,0,0,1,4,0,3,3,3,0,2,0,3,4,2,1,4,4,3,0,4",-377.00000000000006
329,1,1650,330.0,"2,0,2,0,0,0,1,1,4,0,0,2,4,1,2,0,4,4,4,0,2,4,3,0,2",-388.20000000000005
330,1,1655,331.0,"2,4,0,0,0,2,0,2,0,4,0,0,0,3,4,1,4,0,1,2,0,1,1,4,2",-371.40000000000003
331,1,1660,332.0,"3,0,1,3,2,0,1,0,0,3,0,1,3,0,3,0,4,1,0,0,4,3,2,0,0",-391.2
332,1,1665,333.0,"3,1,0,1,0,4,0,0,3,2,0,3,0,0,1,0,2,2,2,3,0,0,4,1,2",-379.8
333,1,1670,334.0,"3,0,3,2,4,1,0,2,1,2,2,0,0,3,2,1,0,1,2,0,0,3,1,4,2",-393.8
334,1,1675,335.0,"4,0,0,3,1,1,0,2,2,3,0,2,0,4,3,2,1,3,2,1,0,0,2,3,0",-390.6
335,1,1680,336.0,"4,3,1,2,0,0,3,0,3,4,0,1,1,0,3,3,4,0,4,2,0,3,2,4,0",-402.20000000000005
336,1,1685,337.0,"3,4,4,0,2,3,1,2,0,3,0,0,2,0,1,4,2,4,2,0,1,0,2,0,2",-380.2
337,1,1690,338.0,"4,0,2,0,4,4,0,1,3,0,0,0,0,3,0,0,2,4,3,1,2,1,2,0,2",-358.6
338,1,1695,339.0,"4,3,3,0,3,1,0,3,3,4,2,0,3,2,3,2,3,0,4,1,4,1,2,2,0",-393.59999999999997
339,1,1700,340.0,"0,2,1,2,0,1,0,2,1,0,2,0,1,1,2,2,1,0,2,0,1,0,4,3,0",-442.6
340,1,1705,341.0,"2,2,1,3,2,4,3,3,4,1,0,2,1,3,4,1,3,2,1,2,3,0,2,2,2",-458.59999999999997
341,1,1710,342.0,"2,4,2,1,0,2,0,0,4,1,0,3,0,0,2,2,0,1,0,2,1,0,0,2,2",-396.8
342,1,1715,343.0,"1,4,3,1,2,0,0,1,1,3,1,3,0,3,2,3,0,4,0,2,1,3,3,1,0",-398.4
343,1,1720,344.0,"3,2,1,3,0,0,3,1,0,0,0,2,1,0,0,4,4,4,3,0,3,0,2,0,0",-406.40000000000003
344,1,1725,345.0,"1,2,2,0,1,2,0,1,0,4,3,3,2,0,2,2,1,3,3,4,1,0,2,4,4",-451.00000000000006
345,1,1730,346.0,"4,0,0,0,4,3,0,1,3,4,1,4,0,2,0,1,0,0,2,2,0,4,1,2,0",-449.8
346,1,1735,347.0,"0,3,2,1,2,1,3,0,4,4,0,3,0,1,1,2,3,2,4,2,4,1,1,3,2",-458.6
347,1,1740,348.0,"3,1,0,0,1,1,2,1,0,2,0,1,4,2,1,2,2,0,0,3,2,1,0,1,4",-460.8
348,1,1745,349.0,"0,1,3,3,0,1,1,4,0,0,0,2,3,0,1,3,0,0,0,0,2,0,4,2,2",-464.20000000000005
349,1,1750,350.0,"3,4,0,4,3,0,0,1,3,0,3,0,0,0,1,4,0,3,3,2,4,3,4,4,2",-411.0
350,1,1755,351.0,"0,3,0,1,3,3,0,0,3,0,4,1,4,2,3,1,4,3,4,0,4,1,4,0,0",-444.8
351,1,1760,352.0,"0,2,0,0,0,4,1,0,1,0,0,4,0,3,1,0,3,0,1,2,0,3,0,2,2",-472.4
352,1,1765,353.0,"0,0,2,2,2,0,0,2,0,0,0,0,2,1,2,0,0,0,4,0,2,1,1,3,2",-470.40000000000003
353,1,1770,354.0,"4,0,3,3,0,1,0,0,4,4,1,0,1,3,2,2,0,3,4,1,0,3,3,4,2",-484.6
354,1,1775,355.0,"0,1,0,4,0,1,2,3,0,3,4,4,2,0,2,2,3,1,2,0,2,0,3,0,2",-492.40000000000003
355,1,1780,356.0,"2,1,1,0,3,1,0,0,1,2,0,2,3,1,0,2,3,4,3,1,0,3,0,4,0",-486.2
356,1,1785,357.0,"3,0,0,1,3,1,2,3,0,0,2,1,1,3,2,2,2,0,1,3,2,3,1,1,2",-482.59999999999997
357,1,1790,358.0,"0,1,2,0,2,3,3,1,0,3,0,2,1,0,0,0,3,0,2,4,3,1,2,3,2",-488.2
358,1,1795,359.0,"0,4,2,3,2,1,3,3,0,0,0,2,3,1,1,2,0,2,4,1,0,1,3,1,0",-526.4
359,1,1800,360.0,"4,2,0,1,0,0,0,0,0,2,2,3,3,1,4,3,3,2,0,0,2,4,0,0,2",-490.6
360,1,1805,361.0,"0,1,0,1,0,2,3,3,0,3,1,2,4,0,0,1,4,3,0,0,0,0,2,3,0",-478.0
361,1,1810,362.0,"1,0,3,2,4,0,2,1,0,0,2,2,0,0,3,4,3,1,4,0,0,3,1,2,2",-469.99999999999994
362,1,1815,363.0,"0,2,2,2,2,1,1,3,0,0,4,1,0,4,2,2,0,4,1,0,0,0,2,0,2",-487.4
363,1,1820,364.0,"1,1,4,0,4,1,1,3,1,0,2,2,1,0,4,1,3,0,0,0,3,0,4,4,2",-492.2
364,1,1825,365.0,"4,4,0,0,4,4,2,1,4,4,0,2,0,0,2,4,0,0,0,2,3,2,2,0,0",-503.40000000000003
365,1,1830,366.0,"1,2,2,0,0,1,0,2,1,3,1,1,4,0,2,2,0,3,3,3,0,2,0,2,2",-491.6
366,1,1835,367.0,"0,4,1,1,2,0,4,3,3,4,0,0,0,1,0,0,0,4,4,4,0,2,2,0,2",-496.6
367,1,1840,368.0,"4,2,3,3,2,0,0,4,0,1,2,0,4,2,0,0,3,0,0,3,0,0,4,0,2",-492.19999999999993
368,1,1845,369.0,"1,0,3,1,2,2,1,3,3,4,4,4,4,0,2,2,2,3,4,2,0,4,0,3,2",-528.2
369,1,1850,370.0,"2,3,1,0,2,1,0,0,0,2,2,4,4,3,2,4,1,4,1,4,4,3,2,0,0",-551.8
370,1,1855,371.0,"1,4,2,2,0,0,0,3,0,2,0,2,2,0,3,2,4,0,1,3,1,3,2,4,2",-552.4
371,1,1860,372.0,"2,0,3,3,4,1,2,0,3,0,2,3,4,0,2,2,2,1,3,0,4,2,0,0,2",-541.0
372,1,1865,373.0,"0,3,2,0,2,0,2,3,1,0,2,4,3,1,4,0,0,1,4,1,0,2,2,0,0",-545.5999999999999
373,1,1870,374.0,"0,0,2,0,2,1,2,2,0,4,3,3,2,2,4,3,1,0,1,0,4,4,4,4,2",-556.2
374,1,1875,375.0,"4,2,2,3,1,0,0,1,1,2,3,4,0,0,0,2,1,0,0,2,3,0,4,4,2",-503.80000000000007
375,1,1880,376.0,"4,0,0,3,2,2,0,2,0,4,3,4,0,0,3,2,4,0,0,1,4,1,0,0,2",-514.8
